"docketId","docketType","lastModifiedDate","agencyId","title","objectId"
"EPA-HQ-OPP-2016-0516","Rulemaking","2022-04-15T01:05:41Z","EPA","Rimsulfuron: Pesticide Petition (PP#6E8496) and Registration Requests for Use on Berry Subgroups 13-07 F & H, Tuberous and Corm Subgroup 1C and Regional Registrations for Fescue and Ryegrass and Crop Group Conversions for 10-10, 11-10, 12-12, & 14-12","0b0000648219df90"
"EPA-HQ-OPP-2014-0740","Nonrulemaking","2022-04-15T01:05:41Z","EPA","Acetamiprid  – Pesticide Petition (PP# 4E8307) and Registration Requests for new uses on Clover","0b00006481894408"
"EPA-HQ-OPP-2015-0658","Rulemaking","2022-04-15T01:05:41Z","EPA","Flumioxazin: Pesticide Petition (PP# 5E8399) and Registration Requests for use on Brassica, Head and Stem Subgroup 5A, Citrus Group 10-10, Berry Subgroups 13-07A, 13-07F & 13-07G, Onion Subgroup 3-07A, Clover, and Crop Group Conversions for Fruiting Vegetable Group 8-10, Pome Fruit Group 11-10, Stone Fruit Group 12-12 & Tree Nut Group 14-12,","0b00006481c7d6e4"
"EPA-HQ-OPP-2016-0049","Rulemaking","2022-04-15T01:05:41Z","EPA","Oxathiapiprolin: Pesticide Petitions (PP#6E8505, 5E8437, and 5F8435) and Registration Requests for use on Cacao, Asparagus and Commodities Proposed for inclusion in Stalk and Stem Subgroup 22A, Basil, Caneberry Subgroup 13-07A, Leafy Vegetables including Brassica Leafy Vegetables, Soybean and Sunflower","0b00006481e276c1"
"EPA-HQ-OPP-2014-0879","Rulemaking","2022-04-15T01:05:41Z","EPA","Penoxsulam-Pesticide Petition (PP#4E8330) and Registration Request for Use on Pome Fruit Group 11-10, Stone Fruit Group 12-12, Small Fruit vine Climbing Subgroup 13-O7F, Olive, Pomegranate and Crop Group Conversion for Tree Nut group 14-12.","0b00006481960047"
"EPA-HQ-OPP-2015-0035","Rulemaking","2022-04-15T01:05:41Z","EPA","Clethodim – Pesticide Petition (PP# 4E8334) and Registration Requests for new uses on Stevia, Pome Fruit Group 11-10, Stone Fruit Group 12-12, Crop Subgroups 3-07A, 13-07G, 20A, 20B, 20C and Crop Group Conversion for Fruiting Vegetable Group 8-10","0b000064819c5ca6"
"EPA-HQ-OPP-2017-0035","Rulemaking","2022-04-15T01:05:41Z","EPA","Clopyralid: Pesticide Petition (PP #6E8528) and Registration Request for use on radish, crop group conversions to the stone fruit group 12-12, the head and stem brassica vegetables group 5-16, the stalk and stem vegetable subgroup 22A, the brassica leafy greens subgroup 4-16B and crop group expansions to the pome fruit group 11-10, the low growing berry subgroup 13-07G, the low growing berry ...","0b0000648245c893"
"EPA-HQ-OPP-2017-0333","Rulemaking","2022-04-15T01:05:41Z","EPA","Flumioxazin – Pesticide Petition (PP #7E8565) and Registration Requests for use on grass grown for seed.","0b00006482683be6"
"EPA-HQ-OPP-2012-0716","Rulemaking","2022-04-15T01:05:41Z","EPA","Fenpyroximate   – Pesticide Petition (PP# 2E8072) and Registration Request for use on Stone Fruit Group 12-12, Tuberous and Corm Subgroup 1C and Small Fruit Vine Climbing  (Except Fuzzy Kiwi) Subgroup 13-07F.","0b000064810ec0c4"
"EPA-HQ-OPP-2017-0224","Rulemaking","2022-04-15T01:05:41Z","EPA","Flonicamid – Pesticide Petition (PP #7E8556) and Registration Requests for use on clover and crop group expansions/conversions for the vegetable, brassica, head and stem, group 5-16; the brassica, leafy greens, subgroup 4-16B; the cottonseed subgroup 20C; the leaf petiole vegetable subgroup 22B; the leafy greens subgroup 4-16A, except spinach; celtuce; Florence fennel; and kohlrabi","0b0000648257c1be"
"EPA-HQ-OPP-2014-0788","Rulemaking","2022-04-15T01:05:41Z","EPA","Propiconazole – Pesticide Petition (PP# 4E8321) and Registration Requests for new uses on Dill, Brassica Leafy Greens Subgroup 5B, radish, Ti palm, quinoa, watercress and Crop Group Conversions for Stone Fruit Group 12-12 and Tree Nut Group 14-12","0b000064818ce8ad"
"EPA-HQ-OPP-2014-0574","Rulemaking","2022-04-15T01:05:41Z","EPA","Halosulfuron-Methyl  – Pesticide Petition (PP# 4E8297) and Registration Request for use on Pome Fruit Group 11-10 and a request for regional registration for Small Fruit Vine Climbing Subgroup 13-07F","0b000064817e35a5"
"EPA-HQ-OPP-2015-0558","Rulemaking","2022-04-15T01:05:41Z","EPA","Metaldehyde  – Pesticide Petition (PP# 5E8377) and Registration Requests with Regional Restrictions Limiting the Use to the Pacific Northwest for Wheat, Garden Beet (Roots and Tops), Rutabaga, Turnip (Roots and Greens), and Hops","0b00006481bcbf77"
"EPA-HQ-OPP-2017-0334","Rulemaking","2022-04-15T01:05:42Z","EPA","Pyroxasulfone – Pesticide Petitions (PP #7E8570 and #7E8585) and Registration Requests for use on mint; succulent soybean (edamame); grass grown for seed; the leaf petiole vegetable subgroup 22B; and cottonseed subgroup 20C","0b000064826866a3"
"EPA-HQ-OPP-2017-0397","Rulemaking","2022-04-15T01:05:42Z","EPA","Famoxadone – Pesticide Petition (PP #7E8576) and Registration Requests for use on carrot, roots; ginseng; mango; subgroup 4-16B; subgroup 1C; subgroup 4-16A, except spinach; subgroup 22B; group 8-10, except tomato; arugula; upland cress; garden cress; celtuce; and Florence fennel","0b000064827e01e1"
"EPA-HQ-OPP-2017-0476","Rulemaking","2022-04-15T01:05:42Z","EPA","Benzaton- Pesticide Petition (PP#7E8597) requesting an increase for an existing tolerance for Pea, dry seed","0b000064829fb86e"
"EPA-HQ-OPP-2011-0985","Nonrulemaking","2022-04-15T01:05:44Z","EPA","Flonicamid – Pesticide Petition (PP# 1E7942) and Registration Requests for use on Low Growing Berry Subgroup 13-07G, Cucumber (Greenhouse), and Rapeseed Subgroup 20A","0b00006480f7b688"
"EPA-HQ-OPP-2012-0204","Rulemaking","2022-04-15T01:05:44Z","EPA","Imidacloprid  – Pesticide Petition (PP# 2E7988) and Registration Requests for use on shellfish","0b00006480fd019c"
"EPA-HQ-OPP-2011-1011","Nonrulemaking","2022-04-15T01:05:44Z","EPA","EPTC (S-ethyl dipropylthiocarbamate) – Pesticide Petition (PP# 1E7951) and Registration Requests for use on Watermelon, Citrus Fruit Group 10-10, and Sunflower Subgroup 20B","0b00006480f818c4"
"EPA-HQ-OPP-2009-0013","Rulemaking","2022-04-15T01:05:44Z","EPA","Notice of Filing of Pesticide Petition (8E743) for Establishing Regulations for Dinotefuran Residue(s) in or on Brassica Leafy Greens Subgroup 5B and Turnip Greens.","0b00006480814672"
"EPA-HQ-OPP-2011-0860","Rulemaking","2022-04-15T01:05:44Z","EPA","Clothianidin – Pesticide Petitions (PP# 1E7923 and 4E8260) and Registration Requests for use on Strawberry, Citrus Fruit Group 10-10, Tea, Tree Nut Group 14-12, Stone Fruit Group 12-12, Small Fruit Vine Climbing Subgroup 13-07F and Wild Rice","0b00006480f5272c"
"EPA-HQ-OPP-2010-1017","Rulemaking","2022-04-15T01:05:44Z","EPA","Rimsulfuron  – Pesticide Petition (PP# 0E7809) and Registration Requests for use on Caneberry Subgroup 13-07A and Bushberry Subgroup 13-07B","0b00006480bafa8c"
"EPA-HQ-OPP-2011-0343","Rulemaking","2022-04-15T01:05:44Z","EPA","Methoxyfenozide – Pesticide Petition (PP# 1E7842) and Registration Request for use on Citrus Fruit Group 10-10 and Root Vegetables (Except Sugar Beet) Subgroup 1B","0b00006480c10e01"
"EPA-HQ-OPP-2011-0433","Rulemaking","2022-04-15T01:05:44Z","EPA","Dinotefuran – Pesticide Petition (PP# 1E7863) and Registration Requests for use on Onion Subgroups 3-07A & 3-07B; Berry and Small Fruit Subgroups 13-07F & H; Tuberous & Corm Subgroup 1C, Watercress and Peach","0b00006480c3dbe5"
"EPA-HQ-OPP-2011-0541","Nonrulemaking","2022-04-15T01:05:44Z","EPA","Fenpyroximate – Pesticide Petition (PP# 1E7881) and Registration Requests for use on Snap Bean, Cucumber, Citrus Fruit Group 10-10, Pome Fruit Group 11-10, Fruiting Vegetable Group 8-10, Tea, Avocado and Various Other Tropical Fruits","0b00006480e45783"
"EPA-HQ-OPP-2012-0010","Rulemaking","2022-04-15T01:05:44Z","EPA","Quinclorac – Pesticide Petition (PP# 1E7957) and Registration Requests for use on Low Growing Berry Subgroup 13-07H, and Rhubarb","0b00006480f8dec5"
"EPA-HQ-OPP-2012-0427","Rulemaking","2022-04-15T01:05:45Z","EPA","Tebuconazole – Pesticide Petition (PP# 2E8012) to Amend Existing Tolerances for Barley and Cucurbit Vegetable Group 9 and to Establish Tolerances as well as Request Registration for Fruiting Vegetable Group 8-10","0b0000648101bb70"
"EPA-HQ-OPP-2012-0586","Rulemaking","2022-04-15T01:05:45Z","EPA","Halosulfuron-Methyl  – Pesticide Petition (PP# 2E8050) and Registration Request for use on Artichoke and Caneberry Subgroup 13-07A.","0b0000648109f503"
"EPA-HQ-OPP-2013-0768","Rulemaking","2022-04-15T01:05:45Z","EPA","Pendimethalin – Pesticide Petition (PP# 3E8212) and Registration Requests for use on  Hops and Various Crop Group Conversions","0b00006481483ee3"
"EPA-HQ-OPP-2014-0161","Rulemaking","2022-04-15T01:05:45Z","EPA","Sethoxydim – Pesticide Petition (PP# 4E8239) and Registration Requests for use on Fescue Grass, Increase Bushberry Tolerance and Establish Various Updated Crop Groups and Subgroups Based on Existing Tolerances","0b00006481554ed4"
"EPA-HQ-OPP-2013-0730","Rulemaking","2022-04-15T01:05:45Z","EPA","Spinetoram – Pesticide Petition (PP# 3E8203) and Registration Requests for use on  Coffee and Various Crop Group Conversions","0b00006481458df4"
"EPA-HQ-OPP-2012-0303","Rulemaking","2022-04-15T01:05:45Z","EPA","Ethalfluralin – Pesticide Petition (PP# 2E8007) and Registration Requests for Conversion of Canola/Rapeseed and Sunflower Tolerances to Oilseed Crop Subgroups 20A and 20B","0b00006480fed193"
"EPA-HQ-OPP-2012-0357","Rulemaking","2022-04-15T01:05:45Z","EPA","Hexythiazox - Pesticide Petition (PP #2E8016) and Registration Actions to Amend Labels for use on Pepper/Eggplant Subgroup 8-10B, Pome Fruit Group 11-10, Canberry Subgroup 13-07A, Small Fruit Vine Climbing Subgroup 13-07F, and Low Growing Berry Subgroup 13-07G","0b00006480ffd2e1"
"EPA-HQ-OPP-2012-0635","Rulemaking","2022-04-15T01:05:45Z","EPA","Chlorantraniliprole  – Pesticide Petition (PP# 2E8064) and Registration Requests for use on Cereal Grains Group 15 (Except Rice), Forage, Fodder and Straw of Cereal Grains Group 16, Citrus Fruit Group 10-10, and Pome Fruit Group 11-10.","0b000064810c8b5f"
"EPA-HQ-OPP-2012-0911","Rulemaking","2022-04-15T01:05:45Z","EPA","Quinoxyfen   – Pesticide Petition (PP# 2E8117) and Registration Request for use on  Fruiting Vegetable Group 8-10 and Berry Subgroups 13-07  F and G","0b00006481177652"
"EPA-HQ-OPP-2013-0056","Rulemaking","2022-04-15T01:05:45Z","EPA","Clomazone – Pesticide Petition (PP# 2E8136) and Registration Request for use on  Brassica Head & Stem Subgroup 5A, Rhubarb, and Southern Pea (Succulent and Dry)","0b000064811d377f"
"EPA-HQ-OPP-2013-0428","Nonrulemaking","2022-04-15T01:05:45Z","EPA","Abamectin – Pesticide Petitions (PP 3E8175, PP 3F8184 & PP 4E8309) and Registration Requests for use on Corn, Soybeans, Bean, Pineapple, Various Tropical Fruits, Subgroups for Onion 3-07B, Caneberry 13-07A, Small Fruit 13-07F, Low Growing Fruit 13-07G and Groups for Fruiting Vegetable 8-10, Pome Fruit 11-10, Citrus 10-10, Stone Fruit 12-12, & Tree Nut 14-12","0b000064812f3adb"
"EPA-HQ-OPP-2013-0727","Nonrulemaking","2022-04-15T01:05:45Z","EPA","Spinosad – Pesticide Petition (PP# 3E8204) and Registration Requests for use on  Coffee and Various Crop Group Conversions","0b000064814569eb"
"EPA-HQ-OPP-2014-0769","Nonrulemaking","2022-04-15T01:05:45Z","EPA","NAA (1-naphthaleneacetic acid) – Pesticide Petition (PP# 4E8310) and Registration Requests for new use on Pomegrante","0b000064818b44ad"
"EPA-HQ-OPP-2018-0025","Nonrulemaking","2022-04-15T01:07:56Z","EPA","1,2-Hexanediol: Request to Register New Active Ingredient","0b00006482e147d5"
"EPA-HQ-OPP-2018-0067","Nonrulemaking","2022-04-15T01:07:56Z","EPA","New use, Additional Non-Food Use for a currently registered active ingredient cupric oxide.","0b00006482f01dc8"
"EPA-HQ-OPP-2018-0070","Nonrulemaking","2022-04-15T01:07:56Z","EPA","New use, Additional food use, establish tolerance exemption for a currently registered active ingredient Dodecylbenzenesulfonic Acid (DDBSA).","0b00006482f027c4"
"EPA-HQ-OPP-2016-0605","Nonrulemaking","2022-04-15T01:07:56Z","EPA","New Use/New Food Use of currently registered active ingredient, Hypochlorous acid for Antimicrobial Fruit and Vegetable Wash","0b000064822acc8b"
"EPA-HQ-OPP-2014-0921","Nonrulemaking","2022-04-15T01:07:56Z","EPA","Calcium Chloride Request to Register New Active Ingredient","0b0000648198ff78"
"EPA-HQ-OPP-2021-0071","Nonrulemaking","2022-04-15T01:07:57Z","EPA","New Active Ingredient EDN","0b00006484a0feb6"
"EPA-HQ-OPP-2011-0670","Nonrulemaking","2022-04-15T01:08:00Z","EPA","EUP XU 97600.00 Developmental Antimicrobial","0b00006480ed3065"
"EPA-HQ-OPP-2014-0876","Nonrulemaking","2022-04-15T01:08:00Z","EPA","Sodium Lauryl Sulfate:  New Use Application","0b0000648195c743"
"EPA-HQ-OPP-2016-0104","Nonrulemaking","2022-04-15T01:08:00Z","EPA","Pesticide Emergency Exemptions; Agency Decisions and State and Federal Agency Crisis Declarations","0b00006481e79831"
"EPA-HQ-OPP-2013-0364","Nonrulemaking","2022-04-15T01:08:00Z","EPA","Proposed Decision to Register Pesticide Products Containing the New Active Ingredient, Terbutryn, as a Materials Preservative","0b000064812a9adc"
"EPA-HQ-OPP-2013-0826","Nonrulemaking","2022-04-15T01:08:00Z","EPA","Notice of Receipt of a New Use for Sodium Carbonate","0b000064814e55ee"
"EPA-HQ-OPP-2016-0392","Rulemaking","2022-04-15T01:08:10Z","EPA","PP# 5E8440: Import Tolerance Petition for Residues of Fungicide New Active Ingredient Fenpicoxomid in/on Banana, Rye, Wheat, and Ruminant Commodities","0b00006482095fb9"
"EPA-HQ-OPP-2019-0543","Nonrulemaking","2022-04-15T01:08:11Z","EPA","Pesticides: Revised Fee Schedule for Covered Applications under the Pesticide Registration Improvement Extension Act of 2018 (PRIA 4)","0b00006483f3881e"
"EPA-HQ-OPP-2012-0445","Nonrulemaking","2022-04-15T01:08:12Z","EPA","Bromacil Registration Review","0b000064810253b7"
"EPA-HQ-OPP-2011-0171","Nonrulemaking","2022-04-15T01:08:12Z","EPA","Thifensulfuron Methyl","0b00006480bef6c3"
"EPA-HQ-OPP-2008-0882","Nonrulemaking","2022-04-15T01:08:12Z","EPA","Butylate Registration Review","0b000064807c3f01"
"EPA-HQ-OPP-2009-0039","Nonrulemaking","2022-04-15T01:08:12Z","EPA","Fluazinam Registration Review","0b00006480822cfa"
"EPA-HQ-OPP-2013-0068","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Prometon Registration Review","0b000064811dc3d1"
"EPA-HQ-OPP-2013-0368","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Pymetrozine Registration Review","0b000064812ae12d"
"EPA-HQ-OPP-2011-0996","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Registration Review Final Decisions (Bulk Docket Number)","0b00006480f7d03d"
"EPA-HQ-OPP-2012-0714","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Diflubenzuron Registration Review","0b000064810ec0bc"
"EPA-HQ-OPP-2014-0415","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Pyraflufen-ethyl Registration Review","0b000064816fdaef"
"EPA-HQ-OPP-2014-0768","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Flufenpyr-ethyl Registration review","0b000064818b41c0"
"EPA-HQ-OPP-2014-0576","Nonrulemaking","2022-04-15T01:08:13Z","EPA","Triclopyr Registration Review","0b000064817e80ce"
"EPA-HQ-OLEM-2019-0229","Nonrulemaking","2022-04-15T01:08:18Z","EPA","Draft Interim Recommendations for Addressing Groundwater Contaminated with PFOA and PFOS","0b00006483bdc608"
"EPA-HQ-OPP-2019-0161","Nonrulemaking","2022-04-15T01:08:21Z","EPA","SAP review of Proposed Guidelines for Efficacy Testing of Topically Applied Pesticides Used Against Certain Ectoparasitic Pests on Pets","0b00006483b3143b"
"EPA-HQ-OAR-2006-0360","Rulemaking","2022-04-15T01:08:23Z","EPA","Area Source NESHAP for Glass Manufacturing","0b0000648015cd52"
"EPA-HQ-OAR-2010-1041","Rulemaking","2022-04-15T01:08:23Z","EPA","Mineral Wool Production NESHAP Risk and Technology Review","0b00006480bb3dcd"
"EPA-HQ-OAR-2010-1042","Rulemaking","2022-04-15T01:08:23Z","EPA","Wool Fiberglass Manufacturing NESHAP Risk and Technology Review","0b00006480bb478d"
"EPA-HQ-OAR-2017-0427","Rulemaking","2022-04-15T01:08:23Z","EPA","Asbestos NESHAP Alternative Work Practice (AWP) Request","0b0000648294d708"
"EPA-HQ-OAR-2014-0471","Nonrulemaking","2022-04-15T01:08:27Z","EPA","Petition to Add n-Propyl Bromide to the List of Hazardous Air Pollutants","0b00006481722aa8"
"EPA-HQ-OPPT-2011-0489","Rulemaking","2022-04-15T01:08:28Z","EPA","Significant New Use Rule for Hexabromocyclododecane used in consumer textiles","0b00006480d42b81"
"EPA-HQ-OPPT-2010-0630","Rulemaking","2022-04-15T01:08:28Z","EPA","Elemental Mercury Used in Barometers, Manometers, Hygrometers, and Psychrometers; Proposed Significant New Use Rule","0b00006480b1f1de"
"EPA-HQ-OPPT-2016-0658","Nonrulemaking","2022-04-15T01:08:31Z","EPA","New Chemicals Review Program under the Amended Toxic Substances Control Act; Notice of Public Meeting and Opportunities for Public Comment","0b0000648238140a"
"EPA-HQ-OPPT-2018-0659","Nonrulemaking","2022-04-15T01:08:31Z","EPA","A Long-term Approach for Organizing the TSCA Chemical Inventory","0b000064836e2247"
"EPA-HQ-OPPT-2016-0654","Rulemaking","2022-04-15T01:08:31Z","EPA","Procedures for Chemical Risk Evaluation under the Toxic Substances Control Act","0b00006482379bca"
"EPA-HQ-OLEM-2020-0443","Nonrulemaking","2022-04-15T01:08:33Z","EPA","Potential Measures for Developing National Recycling Rate","0b0000648481561f"
"EPA-HQ-OAR-2003-0035","Nonrulemaking","2022-04-15T01:08:36Z","EPA","Reporting Requirements for a Small Refiner Applying for a Revised Sulfur Cap Standard (EPA ICR #2073.01, OMB control # 2060-New Collection)","0b000064800bd5d8"
"EPA-HQ-OAR-2005-0153","Rulemaking","2022-04-15T01:08:36Z","EPA","Control of Air Pollution from New Motor Vehicles:; Revisions to Motor Vehicle Diesel Fuel Sulfur Transition Provisions and Technical Amendments to the Highway Diesel,  Nonroad Diesel , and Tier 2 Gasoline Programs","0b000064800bf0db"
"EPA-HQ-OAR-2012-0313","Rulemaking","2022-04-15T01:08:37Z","EPA","Heavy-Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements (Section 610 Review)","0b00006480fee3f4"
"EPA-HQ-OAR-2010-0052","Nonrulemaking","2022-04-15T01:08:37Z","EPA","Tier 2 Motor Vehicle Emissions Standards and Gasoline Sulfur Control Requirements; Section 610 Review","0b00006480a7d77e"
"EPA-HQ-OAR-2013-0642","Nonrulemaking","2022-04-15T01:08:37Z","EPA","Section 610 Review of Tier 4 Nonroad Diesel Engine and Diesel Fuel Rule","0b000064813c6b43"
"EPA-HQ-OPP-2018-0517","Nonrulemaking","2022-04-15T01:08:44Z","EPA","FIFRA Scientific Advisory Panel; Notice of Public Meeting:  Evaluation of a Proposed Approach to Refine Inhalation Risk Assessment for Point of Contact Toxicity","0b0000648346c14b"
"EPA-HQ-ORD-2012-0093","Nonrulemaking","2022-04-15T01:08:44Z","EPA","Notice of Workshop and Call for Information on Integrated Science Assessment for Oxides of Nitrogen","0b00006480fa4fda"
"EPA-HQ-ORD-2013-0357","Nonrulemaking","2022-04-15T01:08:44Z","EPA","Integrated Science Assessment for Oxides of Sulfur - Health Criteria","0b000064812a3ba1"
"EPA-HQ-ORD-2013-0680","Nonrulemaking","2022-04-15T01:08:44Z","EPA","Next Generation Risk Assessment:  Incorporation of Recent Advances in Molecular, Computational, and Systems Biology [External Review Draft]","0b000064813ef2e5"
"EPA-HQ-ORD-2016-0374","Nonrulemaking","2022-04-15T01:08:44Z","EPA","Evaluating Urban Resilience to Climate Change: A Multi-Sector Approach","0b00006482060c02"
"EPA-HQ-ORD-2012-0512","Nonrulemaking","2022-04-15T01:08:44Z","EPA","Nanomaterial Case Study: A Comparison of Multiwalled Carbon Nanotubes and Decabromodiphenyl Ether Flame-Retardant Coatings Applied to Upholstery Textiles","0b0000648105d070"
"EPA-HQ-OPP-2021-0471","Rulemaking","2022-04-15T01:08:49Z","EPA","Pesticide Product Registration; Receipt of Applications for New Uses","0b00006484bdf53c"
"EPA-HQ-OGC-2018-0378","Nonrulemaking","2022-04-15T01:08:55Z","EPA","Northwest Environmental Advocates v. US EPA, No. 2:14cv196","0b00006483317f96"
"EPA-HQ-OPPT-2015-0626","Rulemaking","2022-04-15T01:08:56Z","EPA","Mercury; TSCA Section 21 Petition for Rulemaking Under TSCA Section 8(a)","0b00006481c51714"
"EPA-HQ-OPPT-2016-0411","Nonrulemaking","2022-04-15T01:08:56Z","EPA","Mercury Compounds; Prohibition of Export","0b000064820b0708"
"EPA-HQ-OPPT-2017-0421","Rulemaking","2022-04-15T01:08:56Z","EPA","Mercury; Reporting Requirements for the TSCA Mercury Inventory","0b00006482939889"
"EPA-HQ-OPPT-2014-0261","Nonrulemaking","2022-04-15T01:08:57Z","EPA","Request for Waiver from Testing","0b00006481686485"
"EPA-HQ-OPPT-2012-0902","Nonrulemaking","2022-04-15T01:08:57Z","EPA","Polychlorinated Biphenyls (PCBs); Recycling Plastics from Shredder Residue","0b00006481172e1d"
"EPA-HQ-OPPT-2012-0135","Nonrulemaking","2022-04-15T01:08:57Z","EPA","Fishing Tackle Containing Lead","0b00006480fb053d"
"EPA-HQ-ORD-2012-0579","Nonrulemaking","2022-04-15T01:09:03Z","EPA","Framework for Human Health Risk Assessment to Inform Decision Making","0b000064810969f4"
"EPA-HQ-ORD-2018-0280","Rulemaking","2022-04-15T01:09:03Z","EPA","Harmonize EPA Regulations with Common Rule Revisions","0b0000648321b4f6"
"EPA-HQ-OPPT-2019-0224","Nonrulemaking","2022-04-15T01:09:04Z","EPA","Petition by The Aluminum Association for partial exemption of two chemicals (Aluminum & Aluminum oxide (Al2O3)) from the TSCA Chemical Data Reporting rule","0b00006483bc525c"
"EPA-HQ-ORD-2015-0611","Nonrulemaking","2022-04-15T01:09:08Z","EPA","Notification of a Public Meeting of the Board of Scientific Counselors (BOSC) Sustainable and Healthy Communities Subcommittee","0b00006481c41538"
"EPA-HQ-ORD-2015-0467","Nonrulemaking","2022-04-15T01:09:08Z","EPA","Board of Scientific Counselors (BOSC) Safe and Sustainable Water Resources Subcommittee","0b00006481b6f019"
"EPA-HQ-ORD-2015-0635","Nonrulemaking","2022-04-15T01:09:08Z","EPA","Board of Scientific Counselors (BOSC) Chemical Safety for Sustainability Subcommittee","0b00006481c5e879"
"EPA-R08-OAR-2011-0562","Rulemaking","2022-04-15T01:09:10Z","EPA","Approval and Promulgation of Air Quality Implementation Plans; State of Colorado; Revised Transportation Conformity Consultation Process","0b00006480e518aa"
"EPA-R08-OAR-2010-0909","Rulemaking","2022-04-15T01:09:10Z","EPA","Finding of Substantial Inadequacy of Implementation Plan; Call for Utah State Implementation Plan Revision","0b00006480b79445"
"EPA-R08-OAR-2013-0059","Rulemaking","2022-04-15T01:09:10Z","EPA","Approval and Promulgation of Air Quality Implementation Plans; State of Wyoming; Revised General Conformity Requirements","0b000064811d61a6"
"EPA-HQ-OAR-2009-0746","Rulemaking","2022-04-15T01:09:15Z","EPA","Requirements for Control Technology Determinations for Major Sources in Accordance With Clean Air Act Sections, Sections 112(g) and 112(j); Amendments","0b00006480a2822c"
"EPA-HQ-OAR-2012-0522","Rulemaking","2022-04-15T01:09:15Z","EPA","National Emission Standards for Hazardous Air Pollutants Phosphoric Acid Manufacturing and Phosphate Fertilizer Production Residual Risk and Technology Review","0b00006481068492"
"EPA-HQ-OAR-2016-0033","Rulemaking","2022-04-15T01:09:15Z","EPA","Clean Energy Incentive Program (CEIP) Design and Implementation Rule","0b00006481e1305e"
"EPA-HQ-OAR-2015-0734","Nonrulemaking","2022-04-15T01:09:15Z","EPA","Clean Energy Incentive Program (CEIP) Design and Implementation","0b00006481d03d90"
"EPA-HQ-OPPT-2013-0443","Nonrulemaking","2022-04-15T01:09:19Z","EPA","Hydrofluorosilicic Acid (HFSA) in Drinking Water; TSCA Section 21 Petition","0b0000648130563e"
"EPA-HQ-OPPT-2004-0113","Nonrulemaking","2022-04-15T01:09:19Z","EPA","DuPont PFOA Site-Related Monitoring and Environmental Assessment at Washington, West Virginia","0b000064800b00c1"
"EPA-HQ-OPPT-2016-0387","Rulemaking","2022-04-15T01:09:19Z","EPA","Trichloroethylene (TCE); Regulation of Use in Vapor Degreasing under TSCA §6(a)","0b000064820927aa"
"EPA-HQ-OPPT-2011-0991","Nonrulemaking","2022-04-15T01:09:19Z","EPA","DuPont's Biodegradation Testing of Fluorotelomer-Based Polymer Product Under the Supplement Environmental Project","0b00006480f7c098"
"EPA-HQ-OPPT-2012-0268","Rulemaking","2022-04-15T01:09:19Z","EPA","Perfluoroalkyl Sulfonates and Long-Chain Perfluoroalkyl Carboxylate Chemical Substances Used as Part of Carpets; Proposed Significant New Use Rule","0b00006480fe3c09"
"EPA-HQ-OPPT-2016-0163","Rulemaking","2022-04-15T01:09:19Z","EPA","Trichloroethylene (TCE); Rulemaking under TSCA Section 6(a)","0b00006481eb6bbe"
"EPA-HQ-OPP-2018-0141","Nonrulemaking","2022-04-15T01:09:28Z","EPA","Biological Opinions for Pesticides Issued Under the Endangered Species Act","0b00006482fc12dc"
"EPA-HQ-OPP-2019-0185","Nonrulemaking","2022-04-15T01:09:28Z","EPA","EPA Proposed Revised Method for National Level Endangered Species Risk Assessment Process for Biological Evaluations of Pesticides","0b00006483b66096"
"EPA-HQ-OPP-2020-0514","Nonrulemaking","2022-04-15T01:09:28Z","EPA","National Level Threatened and Endangered Species Biological Evaluations for Atrazine, Simazine, and Propazine","0b000064848a5c80"
"EPA-HQ-OPP-2021-0231","Nonrulemaking","2022-04-15T01:09:28Z","EPA","FWS Malathion BiOp","0b00006484a716d6"
"EPA-R02-OAR-2019-0551","Nonrulemaking","2022-04-15T01:09:32Z","EPA","Limetree Bay Terminals PAL Air Permit","0b00006483f87476"
"EPA-HQ-ORD-2011-0805","Nonrulemaking","2022-04-15T01:09:38Z","EPA","Update to An Inventory of Sources and Environmental Releases of Dioxin-Like Compounds in the United States for the Years 1987, 1995, and 2000","0b00006480f27503"
"EPA-HQ-ORD-2012-0276","Nonrulemaking","2022-04-15T01:09:38Z","EPA","An Assessment of Potential Mining Impacts on Salmon Ecosystems of Bristol Bay, Alaska","0b00006480fe482b"
"EPA-HQ-ORD-2012-0358","Nonrulemaking","2022-04-15T01:09:38Z","EPA","Charge Questions for the Assessment of Potential Mining Impacts on Salmon Ecosystems of Bristol Bay Alaska","0b00006480ffd5df"
"EPA-HQ-ORD-2013-0189","Nonrulemaking","2022-04-15T01:09:38Z","EPA","An Assessment of Potential Mining Impacts on Salmon Ecosystems of Bristol Bay, Alaska (Revised External Review Draft)","0b0000648122a8dd"
